Α/Α,Γεωγρα-φικό επίπεδο,NUTS1,NUTS2,Γεωγραφικός κωδικός,Περιγραφή,Μόνιμος πληθυσμός
13860,8,2,43,4103010202,"Γκάτζια,η",43
13861,7,2,43,41030103,Δημοτική Κοινότητα Αδαμίου,274
13862,8,2,43,4103010301,"Αδάμιον,το",253
13863,8,2,43,4103010302,"Άγιος Νικόλαος,ο",0
13864,8,2,43,4103010303,"Δημοσιά,η",21
13865,7,2,43,41030104,Δημοτική Κοινότητα Αρκαδικού,177
13866,8,2,43,4103010401,"Αρκαδικόν,το",177
13867,6,2,43,410302,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΕΠΙΔΑΥΡΟΥ,3418
13868,7,2,43,41030201,Δημοτική Κοινότητα Αρχαίας Επιδαύρου,1713
13869,8,2,43,4103020101,"Αρχαία Επίδαυρος,η",1540
13870,8,2,43,4103020102,"Αγία Παρασκευή,η",8
13871,8,2,43,4103020103,"Γαλάνη,η (Συνεταιρισμός Αστυνομικών)",23
13872,8,2,43,4103020104,"Επάνω Επίδαυρος,η",89
13873,8,2,43,4103020105,"Μονή Καλαμίου,η",25
13874,8,2,43,4103020106,"Πανόραμα,το (Πλατυχέρωμα)",28
13875,7,2,43,41030202,Δημοτική Κοινότητα Δημαίνης,458
13876,8,2,43,4103020201,"Δήμαινα,η",368
13877,8,2,43,4103020202,"Νέα Δήμαινα,η",90
13878,7,2,43,41030203,Δημοτική Κοινότητα Νέας Επιδαύρου,871
13879,8,2,43,4103020301,"Νέα Επίδαυρος,η",814
13880,8,2,43,4103020302,"Γαλαναίικα,τα",3
13881,8,2,43,4103020303,"Μονή Ταξιαρχών,η",34
13882,8,2,43,4103020304,"Παλαιοχώρι,το (Άγιος Νικόλαος)",20
13883,7,2,43,41030204,Δημοτική Κοινότητα Τραχειάς,376
13884,8,2,43,4103020401,"Τραχειά,η",150
13885,8,2,43,4103020402,"Βοθίκιον,το",26
13886,8,2,43,4103020403,"Εξοχή,η",13
13887,8,2,43,4103020404,"Κολιάκιον,το",144
13888,8,2,43,4103020405,"Κουτρουμπέικα,τα",7
13889,8,2,43,4103020406,"Ματαράγκα,η",9
13890,8,2,43,4103020407,"Σταυρός,ο",27
13891,5,2,43,4104,ΔΗΜΟΣ ΕΡΜΙΟΝΙΔΑΣ,13567
13892,6,2,43,410401,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΚΡΑΝΙΔΙΟΥ,9631
13893,7,2,43,41040101,Δημοτική Κοινότητα Κρανιδίου,4493
13894,8,2,43,4104010101,"Κρανίδιον,το",4053
13895,8,2,43,4104010102,"Άγιος Νικόλαος,ο",11
13896,8,2,43,4104010103,"Αυλώνα,η",18
13897,8,2,43,4104010104,"Δισκούρια,τα",4
13898,8,2,43,4104010105,"Δορούφι,το",31
13899,8,2,43,4104010106,"Θυνί,το",23
13900,8,2,43,4104010107,"Κάμπος,ο",122
13901,8,2,43,4104010108,"Κουνούπι,το",59
13902,8,2,43,4104010109,"Λάκκες,οι",32
13903,8,2,43,4104010110,"Πετροθάλασσα,η (Φλάμπουρα)",140
13904,7,2,43,41040102,Δημοτική Κοινότητα Διδύμων,1144
13905,8,2,43,4104010201,"Δίδυμα,τα",932
13906,8,2,43,4104010202,"Άγιος Ιωάννης,ο",6
13907,8,2,43,4104010203,"Λουκαΐτιον,το",148
13908,8,2,43,4104010204,"Πελεή,η",3
13909,8,2,43,4104010205,"Ράδον,το",49
13910,8,2,43,4104010206,"Σαλάντιον,το",6
13911,7,2,43,41040103,Δημοτική Κοινότητα Κοιλάδος,1066
13912,8,2,43,4104010301,"Κοιλάς,η",1004
13913,8,2,43,4104010302,"Δορούφι,το",0
13914,8,2,43,4104010303,"Κάμπος,ο",62
13915,8,2,43,4104010304,"Κορωνίς,η (νησίς)",0
13916,7,2,43,41040104,Δημοτική Κοινότητα Πορτοχελίου,2603
13917,8,2,43,4104010401,"Πορτοχέλιον,το",2272
13918,8,2,43,4104010402,"Άγιος Αιμιλιανός,ο",25
13919,8,2,43,4104010403,"Βερβερούδα,η",155
13920,8,2,43,4104010404,"Κόστα,η",42
13921,8,2,43,4104010405,"Χηνίτσα,η (νησίς)",0
13922,8,2,43,4104010406,"Χινίτσα,η",109
13923,7,2,43,41040105,Δημοτική Κοινότητα Φούρνων,325
13924,8,2,43,4104010501,"Φούρνοι,οι",301
13925,8,2,43,4104010502,"Παραλία Φούρνων,η",24
13926,6,2,43,410402,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΕΡΜΙΟΝΗΣ,3936
13927,7,2,43,41040201,Δημοτική Κοινότητα Ερμιόνης,2842
13928,8,2,43,4104020101,"Ερμιόνη,η",2506
13929,8,2,43,4104020102,"Άγιοι Ανάργυροι,οι",98
13930,8,2,43,4104020103,"Αχλαδίτσα,η",73
13931,8,2,43,4104020104,"Κουβέρτα,η",63
13932,8,2,43,4104020105,"Πετροθάλασσα Ερμιόνης,η",102
13933,7,2,43,41040202,Δημοτική Κοινότητα Ηλιοκάστρου,510
13934,8,2,43,4104020201,"Ηλιόκαστρον,το",507
13935,8,2,43,4104020202,"Τριανταφύλλι,το",3
13936,7,2,43,41040203,Δημοτική Κοινότητα Θερμησίας,584
13937,8,2,43,4104020301,"Θερμησία,η",397
13938,8,2,43,4104020302,"Αγία Αικατερίνη,η",10
13939,8,2,43,4104020303,"Ακτή Ύδρας,η",4
13940,8,2,43,4104020304,"Μετόχιον,το",36
13941,8,2,43,4104020305,"Πηγάδια,τα",72
13942,8,2,43,4104020306,"Πλέπιον,το",35
13943,8,2,43,4104020307,"Σωληνάριον,το",30
13944,4,2,43,42,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΚΟΡΙΝΘΙΑΣ,138310
13945,5,2,43,4201,ΔΗΜΟΣ ΚΟΡΙΝΘΙΩΝ,55941
13946,6,2,43,420101,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΚΟΡΙΝΘΙΩΝ,38485
13947,7,2,43,42010101,Δημοτική Κοινότητα Κορίνθου,30816
13948,8,2,43,4201010101,"Κόρινθος,η",30816
13949,7,2,43,42010102,Δημοτική Κοινότητα Αρχαίας Κορίνθου,2860
13950,8,2,43,4201010201,"Αρχαία Κόρινθος,η",1857
13951,8,2,43,4201010202,"Αρχαίο Λιμάνι,το",1003
13952,7,2,43,42010103,Δημοτική Κοινότητα Εξαμιλίων,2670
13953,8,2,43,4201010301,"Εξαμίλια,τα",1830
13954,8,2,43,4201010302,"Άγιος Κοσμάς,ο",47
13955,8,2,43,4201010303,"Δάφνη,η",68
13956,8,2,43,4201010304,"Ιερά Μονή Αγίας Τριάδος,η",114
13957,8,2,43,4201010305,"Κάτω Εξαμίλια,τα",611
13958,7,2,43,42010104,Δημοτική Κοινότητα Ξυλοκερίζης,1363
13959,8,2,43,4201010401,"Ξυλοκέριζα,η",847
13960,8,2,43,4201010402,"Αγία Παρασκευή,η",38
13961,8,2,43,4201010403,"Άγιος Δημήτριος,ο",83
13962,8,2,43,4201010404,"Θυμαριώνα,η",20
13963,8,2,43,4201010405,"Κεχριαί,αι",319
13964,8,2,43,4201010406,"Πανόραμα,το",56
13965,7,2,43,42010105,Δημοτική Κοινότητα Σολομού,776
13966,8,2,43,4201010501,"Σολομός,ο",713
13967,8,2,43,4201010502,"Μπεκιάνικα,τα",63
13968,6,2,43,420102,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΣΣΟΥ - ΛΕΧΑΙΟΥ,6721
13969,7,2,43,42010201,Δημοτική Κοινότητα Περιγιαλίου,1474
13970,8,2,43,4201020101,"Περιγιάλιον,το",1474
13971,7,2,43,42010202,Δημοτική Κοινότητα Άσσου,1889
13972,8,2,43,4201020201,"Άσσος,ο",1814
13973,8,2,43,4201020202,"Αγία Μαρίνα,η",61
13974,8,2,43,4201020203,"Βεληνιάτικα,τα",14
13975,7,2,43,42010203,Δημοτική Κοινότητα Κάτω Άσσου,686
13976,8,2,43,4201020301,"Κάτω Άσσος,ο",686
13977,7,2,43,42010204,Δημοτική Κοινότητα Λεχαίου,2672
13978,8,2,43,4201020401,"Λέχαιον,το",2672
13979,6,2,43,420103,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΣΑΡΩΝΙΚΟΥ,4700
13980,7,2,43,42010301,Δημοτική Κοινότητα Αθικίων,1942
13981,8,2,43,4201030101,"Αθίκια,τα",1764
13982,8,2,43,4201030102,"Αλαμάννος,ο",153
13983,8,2,43,4201030103,"Μονή Ταξιαρχών,η",25
13984,7,2,43,42010302,Δημοτική Κοινότητα Αγίου Ιωάννου,279
13985,8,2,43,4201030201,"Άγιος Ιωάννης,ο",279
13986,7,2,43,42010303,Δημοτική Κοινότητα Γαλατακίου,2248
13987,8,2,43,4201030301,"Κάτω Αλμυρή,η",674
13988,8,2,43,4201030302,"Άνω Αλμυρή,η",26
13989,8,2,43,4201030303,"Γαλατάκιον,το",358
13990,8,2,43,4201030304,"Θυμέλη,η",16
13991,8,2,43,4201030305,"Λουτρά Ωραίας Ελένης,τα",1005
13992,8,2,43,4201030306,"Νέα Αλμυρή,η",11
13993,8,2,43,4201030307,"Ντράσσα,η",68
13994,8,2,43,4201030308,"Ρειτό,το",90
13995,7,2,43,42010304,Δημοτική Κοινότητα Κατακαλίου,231
13996,8,2,43,4201030401,"Κατακάλιον,το",94
13997,8,2,43,4201030402,"Αρακούκια,η",66
13998,8,2,43,4201030403,"Βλασαίικα,τα",62
13999,8,2,43,4201030404,"Σιδερώνα,η",9
14000,6,2,43,420104,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΣΟΛΥΓΕΙΑΣ,1867
14001,7,2,43,42010401,Δημοτική Κοινότητα Σοφικού,1287
14002,8,2,43,4201040101,"Σοφικόν,το",1203
14003,8,2,43,4201040102,"Άγιος Βλάσσης,ο",15
14004,8,2,43,4201040103,"Κιουρκάτι,το",4
14005,8,2,43,4201040104,"Μονή Αγίας Μαρίνης,η",20
14006,8,2,43,4201040105,"Πευκάλι,το",40
14007,8,2,43,4201040106,"Φραγκολίμανο,το",5
14008,7,2,43,42010402,Δημοτική Κοινότητα Αγγελοκάστρου,261
14009,8,2,43,4201040201,"Αγγελόκαστρον,το",261
14010,7,2,43,42010403,Δημοτική Κοινότητα Κόρφου,319
14011,8,2,43,4201040301,"Κόρφος,ο",295
14012,8,2,43,4201040302,"Άγιος Πέτρος,ο",4
14013,8,2,43,4201040303,"Ήλιος,ο",11
14014,8,2,43,4201040304,"Κάβος,ο",9
14015,6,2,43,420105,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΤΕΝΕΑΣ,4168
14016,7,2,43,42010501,Δημοτική Κοινότητα Χιλιομοδίου,1510
14017,8,2,43,4201050101,"Χιλιομόδιον,το",1510
14018,7,2,43,42010502,Δημοτική Κοινότητα Αγιονορίου,180
14019,8,2,43,4201050201,"Αγιονόριον,το",180
14020,7,2,43,42010503,Δημοτική Κοινότητα Αγίου Βασιλείου,1025
14021,8,2,43,4201050301,"Άγιος Βασίλειος,ο",1025
14022,7,2,43,42010504,Δημοτική Κοινότητα Κλένιας,658
14023,8,2,43,4201050401,"Κλένια,η",658
14024,7,2,43,42010505,Δημοτική Κοινότητα Κουταλά,578
14025,8,2,43,4201050501,"Κουταλάς,ο",122
14026,8,2,43,4201050502,"Μαψός,ο",129
14027,8,2,43,4201050503,"Σπαθοβούνιον,το",327
14028,7,2,43,42010506,Δημοτική Κοινότητα Στεφανίου,217
14029,8,2,43,4201050601,"Στεφάνιον,το",217
14030,5,2,43,4202,ΔΗΜΟΣ ΒΕΛΟΥ - ΒΟΧΑΣ,17883
14031,6,2,43,420201,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΒΟΧΑΣ,10156
14032,7,2,43,42020101,Δημοτική Κοινότητα Ζευγολατείου,4269
14033,8,2,43,4202010101,"Ζευγολατείον,το",3998
14034,8,2,43,4202010102,"Καλέντζιον,το",271
14035,7,2,43,42020102,Δημοτική Κοινότητα Βοχαϊκού,923
14036,8,2,43,4202010201,"Βοχαϊκόν,το",923
14037,7,2,43,42020103,Δημοτική Κοινότητα Βραχατίου,3603
14038,8,2,43,4202010301,"Βραχάτιον,το",3603
14039,7,2,43,42020104,Δημοτική Κοινότητα Ευαγγελιστρίας,197
14040,8,2,43,4202010401,"Ευαγγελίστρια,η",197
14041,7,2,43,42020105,Δημοτική Κοινότητα Μπολατίου,715
14042,8,2,43,4202010501,"Μπολάτιον,το",715
14043,7,2,43,42020106,Δημοτική Κοινότητα Σουληναρίου,209
14044,8,2,43,4202010601,"Σουληνάριον,το",209
14045,7,2,43,42020107,Δημοτική Κοινότητα Χαλκείου,240
